Date,Track,Race,Plc,Rug,Name (Box),Trainer,Time,Mgn,Split,In Run,Wgt,Sire,Dam,SP
"Saturday, May 10",Muswellbrook (NSW),12,SCR,Rug 9,Poddelka Lady,Roger Sandes,,,,,,Fernando Bale,Benkennie Chic,
"Saturday, May 10",Muswellbrook (NSW),12,SCR,Rug 10,Fireball Frenzy,Lisa Fitton,,,,,,Whiskey Riot,Wonelova Gunn,
"Saturday, May 10",Q1 Lakeside (QLD),1,1,Rug 3,Dusty Jazz (3),Michael Brauer,25.54,0.00,4.38,211,29.7kg,Fernando Bale,Rumble Jazz,$14.00
"Saturday, May 10",Q1 Lakeside (QLD),1,2,Rug 7,Satoshi (7),Ben Mccarthy,25.81,3.75,4.55,643,34.1kg,Jungle Deuce,Dynamite Lucy,$1.35
"Saturday, May 10",Q1 Lakeside (QLD),1,3,Rug 6,Ringbark Posh (6),Jeff Crawford,25.94,5.75,4.48,432,27.8kg,Sennachie,Ringbark Ruby,$5.00
"Saturday, May 10",Q1 Lakeside (QLD),1,4,Rug 5,Nunu Deuce (5),Darryl Mcgrath,26.17,9.00,4.35,124,28.5kg,Jungle Deuce,El Nunu,$13.00
"Saturday, May 10",Q1 Lakeside (QLD),1,5,Rug 4,Witchetty Grub (4),Felicia Guymer,26.50,13.75,4.46,356,32.4kg,Beast Unleashed,Pearl's Fly,$31.00
"Saturday, May 10",Q1 Lakeside (QLD),1,6,Rug 1,Crisis Averted (1),John Jeffrey,26.53,14.00,4.57,565,33.0kg,Aston Rupee,Nurse Meg,$15.00
"Saturday, May 10",Q1 Lakeside (QLD),1,7,Rug 8,Pocket Say Itch (8),Matthew Heilbronn,26.65,15.75,4.64,777,33.2kg,Zabdon Ferrari,Riley Allen,$34.00
"Saturday, May 10",Q1 Lakeside (QLD),1,SCR,Rug 2,Stressful Art,Michael Edwards,,,,,,Tommy Shelby,Boscono,
"Saturday, May 10",Q1 Lakeside (QLD),2,1,Rug 6,Wolf Creek (6),Tony Brett,25.54,0.00,4.37,211,35.2kg,Bernardo,Wolf Steele,$1.45
"Saturday, May 10",Q1 Lakeside (QLD),2,2,Rug 8,Hara's Chief (8),Jemma Daley,25.75,3.00,4.43,444,33.2kg,Houdini Boy,Hara's Bonnie,$5.50
"Saturday, May 10",Q1 Lakeside (QLD),2,3,Rug 4,Sip Of Deuce (4),Darryl Mcgrath,25.96,6.00,4.34,133,27.4kg,Jungle Deuce,El Nunu,$6.00
"Saturday, May 10",Q1 Lakeside (QLD),2,4,Rug 5,Quick Shot (5),Travis Elson,26.04,7.00,4.41,322,28.8kg,Fernando Bale,Magic Miss,$10.00
"Saturday, May 10",Q1 Lakeside (QLD),2,5,Rug 3,Purga Lad (3),Ned Snow,26.20,9.25,4.59,765,32.2kg,Superior Panama,Blue Carat,$51.00
"Saturday, May 10",Q1 Lakeside (QLD),2,6,Rug 1,Crystal Echoes (1),Anita Watts,26.21,9.38,4.54,656,26.0kg,Aussie Infrared,Rhyno's Kiss,$26.00
"Saturday, May 10",Q1 Lakeside (QLD),2,7,Rug 7,Barefoot Betty (7),John Thompson,26.26,10.13,4.54,577,27.0kg,Velocette,Tarks Tammy Rose,$26.00
"Saturday, May 10",Q1 Lakeside (QLD),2,SCR,Rug 2,Daysea's Ziggy,Robert Dacey,,,,,,Corykodi,Kingsbrae Sasha,
"Saturday, May 10",Q1 Lakeside (QLD),3,1,Rug 1,Cody's Star (1),Travis Elson,25.56,0.00,4.35,222,30.3kg,Fernando Bale,Magic Miss,$1.70
"Saturday, May 10",Q1 Lakeside (QLD),3,2,Rug 2,Jane's Jet (2),Patrick Gainey,25.65,1.25,4.36,311,31.2kg,Aussie Infrared,Brockie Magic,$2.80
"Saturday, May 10",Q1 Lakeside (QLD),3,3,Rug 3,Nurse Christina (3),Paul Mcilveen,25.96,5.50,4.36,133,27.2kg,Fernando Bale,Bad And Boujee,$14.00
"Saturday, May 10",Q1 Lakeside (QLD),3,4,Rug 7,Hara's Tim Tam (7),Jemma Daley,25.98,5.75,4.45,544,31.0kg,Hooked On Scotch,Hara's Penny,$4.80
"Saturday, May 10",Q1 Lakeside (QLD),3,5,Rug 8,Bonnie Royale (8),John Jeffrey,26.17,8.50,4.43,455,27.0kg,Aston Rupee,Nurse Meg,$81.00
"Saturday, May 10",Q1 Lakeside (QLD),3,6,Rug 6,Maywyn's Noble (6),Robert Essex,26.50,13.25,4.44,667,30.0kg,Maywyn Cash,Maywyn Promises,$101.00
"Saturday, May 10",Q1 Lakeside (QLD),3,7,Rug 4,Big Bang (4),Ned Snow,26.50,13.28,4.52,776,35.7kg,Superior Panama,Blue Carat,$81.00
"Saturday, May 10",Q1 Lakeside (QLD),4,1,Rug 8,Hey Jack (8),Ned Snow,25.62,0.00,4.42,422,34.6kg,Out Of Range,Aussie Diamond,$41.00
"Saturday, May 10",Q1 Lakeside (QLD),4,2,Rug 3,Wings Of Fury (3),Gregory Paull,25.88,3.75,4.56,883,30.8kg,My Redeemer,Deroda,$10.00
"Saturday, May 10",Q1 Lakeside (QLD),4,3,Rug 2,Summer's Edition (2),Travis Elson,25.91,4.25,4.29,111,26.3kg,Aston Rupee,Limited Edition,$3.50
"Saturday, May 10",Q1 Lakeside (QLD),4,4,Rug 7,Resilient (7),Jamie Hosking,26.07,6.50,4.45,656,23.5kg,Fernando Bale,Micks Recall,$61.00
"Saturday, May 10",Q1 Lakeside (QLD),4,5,Rug 6,Hara's Brooklyn (6),Jemma Daley,26.14,7.50,4.53,765,30.0kg,Houdini Boy,Hara's Bonnie,$14.00
"Saturday, May 10",Q1 Lakeside (QLD),4,6,Rug 4,Wolf Thunder (4),Tony Brett,26.41,11.50,4.41,534,30.1kg,Bernardo,Wolf Steele,$1.50
"Saturday, May 10",Q1 Lakeside (QLD),4,7,Rug 1,Queen Lily (1),Graham Beh,26.68,15.25,4.35,277,31.8kg,Aston Rupee,Paint Face,$15.00
"Saturday, May 10",Q1 Lakeside (QLD),4,8,Rug 5,Vampire Money (5),Anne Clelland,26.82,17.25,4.37,348,27.0kg,Jungle Deuce,Gaz's Girl,$71.00
"Saturday, May 10",Q1 Lakeside (QLD),5,1,Rug 8,Validate (8),Jeff Crawford,25.37,0.00,4.38,222,32.3kg,Aston Rupee,Strike Her Pose,$11.00
"Saturday, May 10",Q1 Lakeside (QLD),5,2,Rug 7,Daysea's Kurt (7),Claude Dacey,25.58,3.00,4.44,333,31.7kg,Sennachie,Nikki Nettle,$5.50
"Saturday, May 10",Q1 Lakeside (QLD),5,3,Rug 6,Hara's Honda (6),Jemma Daley,25.73,5.25,4.49,444,24.8kg,Equalizer,Hara's Penny,$21.00
"Saturday, May 10",Q1 Lakeside (QLD),5,4,Rug 1,Bear's Bullet (1),Travis Elson,25.75,5.50,4.29,111,25.6kg,Fernando Bale,Mumma's Hope,$6.00
"Saturday, May 10",Q1 Lakeside (QLD),5,5,Rug 5,Wreck James (5),Darren Russell,25.85,7.00,4.56,65,30.6kg,Barcia Bale,Chase Me Honey,$4.80
"Saturday, May 10",Q1 Lakeside (QLD),5,6,Rug 4,Goldstar Bruiser (4),Riley Evans,25.98,8.75,4.54,556,32.3kg,Mepunga Blazer,Rock On Annie,$26.00
"Saturday, May 10",Q1 Lakeside (QLD),5,7,Rug 2,Canya Untamed (2),Jemma Daley,26.18,11.50,4.65,777,30.1kg,Shima Shine,Spritley Ebony,$4.60
"Saturday, May 10",Q1 Lakeside (QLD),5,8,Rug 3,Saanvi (3),Tom Tzouvelis,26.18,11.53,4.67,888,28.2kg,Superior Panama,Sherbini,$3.40
"Saturday, May 10",Q1 Lakeside (QLD),5,SCR,Rug 9,Casino Special,Robert Dacey,,,,,,Corykodi,Liar Teller,
"Saturday, May 10",Q1 Lakeside (QLD),5,SCR,Rug 10,Goldstar Sandler,Riley Evans,,,,,,Federal Morgan,Goldstar Journey,
"Saturday, May 10",Q1 Lakeside (QLD),6,1,Rug 7,Ringbark Larry (7),Jeff Crawford,25.60,0.00,4.34,233,31.3kg,Sennachie,Ringbark Ruby,$14.00
"Saturday, May 10",Q1 Lakeside (QLD),6,2,Rug 5,Hara's Buddy (5),Jemma Daley,25.61,0.13,4.37,411,35.0kg,Equalizer,Hara's Penny,$10.00
"Saturday, May 10",Q1 Lakeside (QLD),6,3,Rug 8,Miss Darkside (8),Sharyn Jackson,25.71,1.63,4.35,122,26.9kg,No Easy Beat,Nurse Meg,$81.00
"Saturday, May 10",Q1 Lakeside (QLD),6,4,Rug 4,Daysea's Chief (4),Claude Dacey,25.73,1.88,4.43,545,33.3kg,Sennachie,Nikki Nettle,$12.00
"Saturday, May 10",Q1 Lakeside (QLD),6,5,Rug 1,Power And Glory (1),Kenneth Burnett,25.74,2.00,4.42,676,32.7kg,Hooked On Scotch,Kwong Magic,$1.50
"Saturday, May 10",Q1 Lakeside (QLD),6,6,Rug 6,More Than Money (6),Pamela Field,25.82,3.25,4.37,354,33.0kg,Aston Rupee,More Than Magic,$5.50
"Saturday, May 10",Q1 Lakeside (QLD),6,7,Rug 2,Zipping Sweeny (2),Tom Tzouvelis,25.92,4.50,4.49,787,34.2kg,Sh Avatar,Zipping Samara,$10.00
"Saturday, May 10",Q1 Lakeside (QLD),6,8,Rug 3,Gretzky (3),Tom Tzouvelis,26.09,7.00,4.52,868,32.7kg,Aston Rupee,Look Fancy Nancy,$31.00
"Saturday, May 10",Q1 Lakeside (QLD),6,SCR,Rug 9,Casino Special,Robert Dacey,,,,,,Corykodi,Liar Teller,
"Saturday, May 10",Q1 Lakeside (QLD),6,SCR,Rug 10,Goldstar Sandler,Riley Evans,,,,,,Federal Morgan,Goldstar Journey,
"Saturday, May 10",Q1 Lakeside (QLD),7,1,Rug 3,Barefoot Elsa (3),John Thompson,25.29,0.00,4.30,111,27.6kg,West On Augie,Blanco Caliente,$11.00
"Saturday, May 10",Q1 Lakeside (QLD),7,2,Rug 6,Blue Blend (6),Jeff Crawford,25.38,1.25,4.42,663,29.6kg,Hooked On Scotch,Kiss And Cut,$4.20
"Saturday, May 10",Q1 Lakeside (QLD),7,3,Rug 2,Extreme Tension (2),Ned Snow,25.41,1.50,4.36,322,33.3kg,Out Of Range,Go Lou Go,$2.50
"Saturday, May 10",Q1 Lakeside (QLD),7,4,Rug 7,Uncle Tommy (7),Jamie Hosking,25.70,5.75,4.38,454,33.2kg,Tommy Shelby,West On Poppy,$10.00
"Saturday, May 10",Q1 Lakeside (QLD),7,5,Rug 1,Tagovailoa (1),Tom Tzouvelis,25.87,8.25,4.44,777,32.8kg,Maurice Minor,Del Rey,$6.50
"Saturday, May 10",Q1 Lakeside (QLD),7,6,Rug 4,Goldstar Murphy (4),Riley Evans,25.88,8.28,4.43,886,34.8kg,Federal Morgan,Goldstar Sydney,$5.50
"Saturday, May 10",Q1 Lakeside (QLD),7,7,Rug 8,Federal Remark (8),Jemma Daley,25.90,8.53,4.34,235,29.6kg,Federal Morgan,Flo Jo Focus,$13.00
"Saturday, May 10",Q1 Lakeside (QLD),7,8,Rug 5,Volatile (5),Jeff Crawford,26.25,13.53,4.39,548,31.3kg,Fernando Bale,Highly Explosive,$34.00
"Saturday, May 10",Q1 Lakeside (QLD),7,SCR,Rug 9,Casino Special,Robert Dacey,,,,,,Corykodi,Liar Teller,
"Saturday, May 10",Q1 Lakeside (QLD),7,SCR,Rug 10,Goldstar Sandler,Riley Evans,,,,,,Federal Morgan,Goldstar Journey,
"Saturday, May 10",Q1 Lakeside (QLD),8,1,Rug 7,Fast Eddie (7),Ben Mccarthy,25.45,0.00,4.34,211,34.0kg,Aston Rupee,Pearl Za Diamond,$1.90
"Saturday, May 10",Q1 Lakeside (QLD),8,2,Rug 5,Non Stop Recall (5),Jamie Hosking,25.53,1.00,4.44,432,27.1kg,Fernando Bale,Micks Recall,$4.80
"Saturday, May 10",Q1 Lakeside (QLD),8,3,Rug 4,Bogie Dominator (4),Michael Brauer,25.69,3.25,4.53,764,35.1kg,Keybow,Bogie Lilly,$17.00
"Saturday, May 10",Q1 Lakeside (QLD),8,4,Rug 3,Copacetic (3),Daniel Lee,25.91,6.50,4.36,123,31.2kg,Shima Shine,Spritley Ebony,$6.50
"Saturday, May 10",Q1 Lakeside (QLD),8,5,Rug 8,Glastonbury Man (8),Ned Snow,26.05,8.50,4.48,546,37.4kg,Out Of Range,Go Lou Go,$15.00
"Saturday, May 10",Q1 Lakeside (QLD),8,6,Rug 6,Daintree Chief (6),Christopher Broadrick,26.25,11.50,4.49,655,32.4kg,Fernando Bale,Persian Goddess,$101.00
"Saturday, May 10",Q1 Lakeside (QLD),8,7,Rug 2,Cool Bananas (2),John Jeffrey,26.34,12.75,4.46,377,31.7kg,Shima Shine,Jo Jo,$5.00
"Saturday, May 10",Q1 Lakeside (QLD),8,8,Rug 9,Goldstar Whippy (1),Riley Evans,26.47,14.50,4.78,888,35.7kg,Spring Gun,Miss Potential,$81.00
"Saturday, May 10",Q1 Lakeside (QLD),8,SCR,Rug 1,Canya Cash In,Jemma Daley,,,,,,Hard Style Rico,Zipping Cia,
"Saturday, May 10",Q1 Lakeside (QLD),8,SCR,Rug 10,Daysea's Shelly,Claude Dacey,,,,,,Sennachie,Nikki Nettle,
"Saturday, May 10",Q1 Lakeside (QLD),9,1,Rug 3,Surf Size Queen (3),Michael Vaughan,25.69,0.00,4.27,222,27.0kg,Good Odds Harada,Chardonnay Lady,$5.00
"Saturday, May 10",Q1 Lakeside (QLD),9,2,Rug 7,Arbela (7),Jeff Crawford,25.83,2.00,4.25,111,27.7kg,Go Wild Teddy,Eulogia,$13.00
"Saturday, May 10",Q1 Lakeside (QLD),9,3,Rug 6,Casino Special (6),Robert Dacey,25.84,2.06,4.35,333,30.2kg,Corykodi,Liar Teller,$7.50
"Saturday, May 10",Q1 Lakeside (QLD),9,4,Rug 1,Zipping Rove (1),Tom Tzouvelis,25.88,2.56,4.45,755,35.0kg,Sh Avatar,Zipping Samara,$3.40
"Saturday, May 10",Q1 Lakeside (QLD),9,5,Rug 8,Electric Man (8),Ned Snow,25.91,3.06,4.45,644,34.6kg,Out Of Range,Go Lou Go,$10.00
"Saturday, May 10",Q1 Lakeside (QLD),9,6,Rug 4,Hara's Indiana (4),Tarquin Neal,26.11,5.81,4.52,887,29.9kg,Shima Shine,Hara's Indi,$3.50
"Saturday, May 10",Q1 Lakeside (QLD),9,7,Rug 5,Lumby (5),Sonja Chardon,26.21,7.31,4.43,578,29.1kg,Fernando Bale,Accused,$9.00
"Saturday, May 10",Q1 Lakeside (QLD),9,8,Rug 2,Enchanted Ava (2),Warren Nicholls,26.22,7.34,4.42,466,26.2kg,Dyna Double One,Riverboat Queen,$23.00
"Saturday, May 10",Q1 Lakeside (QLD),9,SCR,Rug 9,Goldstar Whippy,Riley Evans,,,,,,Spring Gun,Miss Potential,
"Saturday, May 10",Q1 Lakeside (QLD),9,SCR,Rug 10,Goldstar Jasper,Riley Evans,,,,,,Sennachie,Goldstar Journey,
"Saturday, May 10",Q1 Lakeside (QLD),10,1,Rug 1,Hara's Elsie (1),Jemma Daley,25.59,0.00,4.32,311,26.2kg,Equalizer,Hara's Penny,$1.70
"Saturday, May 10",Q1 Lakeside (QLD),10,2,Rug 2,Daysea's Court (2),Claude Dacey,25.70,1.50,4.31,222,30.9kg,Sennachie,Nikki Nettle,$11.00
"Saturday, May 10",Q1 Lakeside (QLD),10,3,Rug 4,Astro Lee (4),Jedd Naum,25.81,3.00,4.53,764,35.5kg,Wow,Soaring Hawke,$7.00
"Saturday, May 10",Q1 Lakeside (QLD),10,4,Rug 6,Daytona Girl (6),Craig Cassidy,25.85,3.50,4.31,133,24.3kg,Tommy Shelby,Wise Misty,$8.00
"Saturday, May 10",Q1 Lakeside (QLD),10,5,Rug 3,Goldstar Nova (3),Riley Evans,26.16,7.75,4.52,677,29.2kg,Fabregas,Kiacatoo Fever,$21.00
"Saturday, May 10",Q1 Lakeside (QLD),10,6,Rug 8,Daintree Blinder (8),Christopher Broadrick,26.26,9.25,4.38,446,31.7kg,Tommy Shelby,Persian Goddess,$9.50
"Saturday, May 10",Q1 Lakeside (QLD),10,7,Rug 5,Venice Bale (5),Wayne Watts,26.27,9.38,4.64,888,26.1kg,Orson Allen,Dyna Yezza,$19.00
"Saturday, May 10",Q1 Lakeside (QLD),10,8,Rug 7,Pale Rider (7),David Fitzgerald,26.27,9.41,4.41,555,30.4kg,Fernando Bale,Classy Aria,$11.00
"Saturday, May 10",Q1 Lakeside (QLD),10,SCR,Rug 9,Goldstar Darcy,Riley Evans,,,,,,My Redeemer,Goldstar Sydney,
"Saturday, May 10",Q1 Lakeside (QLD),10,SCR,Rug 10,Spiderbait,Warren Nicholls,,,,,,Black Magic Opal,Velocity Bettina,
"Saturday, May 10",Q1 Lakeside (QLD),11,1,Rug 8,Velaris (8),Christopher Brydon,25.68,0.00,4.44,532,30.8kg,Keybow,Winlock Evie,$7.00
"Saturday, May 10",Q1 Lakeside (QLD),11,2,Rug 1,Hara's Stellar (1),Jemma Daley,25.89,3.00,4.29,111,27.1kg,Equalizer,Hara's Penny,$5.50
"Saturday, May 10",Q1 Lakeside (QLD),11,3,Rug 4,Daintree Tommy (4),Christopher Broadrick,26.11,6.00,4.38,223,30.3kg,Tommy Shelby,Persian Goddess,$31.00
"Saturday, May 10",Q1 Lakeside (QLD),11,4,Rug 6,Federal Bullet (6),Gary Farrell,26.13,6.25,4.42,444,34.5kg,Tommy Shelby,Catch,$1.90
"Saturday, May 10",Q1 Lakeside (QLD),11,5,Rug 3,Steel Rigging (3),Mark Saal,26.28,8.50,4.50,765,33.2kg,Barcia Bale,Pump It,$7.50
"Saturday, May 10",Q1 Lakeside (QLD),11,6,Rug 2,Daysea's Elvis (2),Claude Dacey,26.41,10.50,4.41,388,31.4kg,Sennachie,Nikki Nettle,$5.00
"Saturday, May 10",Q1 Lakeside (QLD),11,7,Rug 7,Tanami Jack (7),Ned Snow,26.46,11.00,4.52,877,36.0kg,Out Of Range,Go Lou Go,$81.00
"Saturday, May 10",Q1 Lakeside (QLD),11,8,Rug 5,Goldstar Joblin (5),Riley Evans,26.47,11.13,4.49,656,30.9kg,Federal Morgan,Goldstar Marvely,$34.00
"Saturday, May 10",Q1 Lakeside (QLD),11,SCR,Rug 9,Goldstar Darcy,Riley Evans,,,,,,My Redeemer,Goldstar Sydney,
"Saturday, May 10",Q1 Lakeside (QLD),11,SCR,Rug 10,Panzer One,M Mcalister,,,,,,Dyna Double One,On The Rize,
"Saturday, May 10",Q1 Lakeside (QLD),12,1,Rug 6,Breakout Lad (6),Warren Nicholls,25.57,0.00,4.41,211,31.2kg,Aston Dee Bee,Rasheda,$2.50
"Saturday, May 10",Q1 Lakeside (QLD),12,2,Rug 5,Goldstar Sandler (5),Riley Evans,25.88,4.50,4.51,653,32.4kg,Federal Morgan,Goldstar Journey,$2.30
"Saturday, May 10",Q1 Lakeside (QLD),12,3,Rug 8,Shadow Catcher (8),David Harvey,25.99,6.00,4.43,422,27.5kg,Beast Unleashed,Imminent,$5.00
"Saturday, May 10",Q1 Lakeside (QLD),12,4,Rug 1,Sleek Karma (1),Karen Davies,26.20,9.00,4.37,144,24.8kg,Fernando Bale,Princess Kiwi,$41.00
"Saturday, May 10",Q1 Lakeside (QLD),12,5,Rug 4,Crazy George (4),Anne Clelland,26.21,9.13,4.57,887,31.2kg,Fernando Bale,Crazy Cool,$51.00
"Saturday, May 10",Q1 Lakeside (QLD),12,6,Rug 7,Proper Diva (7),Tom Tzouvelis,26.41,11.88,4.44,336,26.6kg,Tommy Shelby,Prim And Proper,$6.50
"Saturday, May 10",Q1 Lakeside (QLD),12,7,Rug 2,All Or Nothing (2),Gregory Paull,26.54,13.63,4.49,565,31.6kg,My Redeemer,Deroda,$101.00
"Saturday, May 10",Q1 Lakeside (QLD),12,8,Rug 3,Manhattan Monaro (3),Raymond Heilbronn,26.57,14.13,4.54,778,33.8kg,Beast Unleashed,Yeah Good Thanks,$81.00
"Saturday, May 10",Q1 Lakeside (QLD),12,SCR,Rug 9,Daysea's Shelly,Claude Dacey,,,,,,Sennachie,Nikki Nettle,
"Saturday, May 10",Q1 Lakeside (QLD),12,SCR,Rug 10,Kajagoogoo,Mark Saal,,,,,,Barcia Bale,Pump It,
"Saturday, May 10",The Gardens (NSW),1,1,Rug 4,Hectic Blue (4),Jason Tolmie,23.76,0.00,11.82,45,24.4kg,Aussie Infrared,Little Brookie,$2.00
"Saturday, May 10",The Gardens (NSW),1,2,Rug 6,Lil Patti (6),Denis Hendry,23.84,1.00,11.57,12,24.3kg,Ritza Lenny,Screaming Moe,$41.00
"Saturday, May 10",The Gardens (NSW),1,3,Rug 1,Self Inflicted (1),Frank Cini,23.90,2.00,11.40,21,27.5kg,Ando's Mac,Off To Monaco,$2.15
"Saturday, May 10",The Gardens (NSW),1,4,Rug 2,Tilly Tippett (2),Beverley Sloan,23.91,2.00,11.78,74,23.9kg,My Redeemer,Miss Tippett,$13.00
"Saturday, May 10",The Gardens (NSW),1,5,Rug 3,She's A Turbo (3),Jake Forbes,23.94,2.50,11.72,63,25.0kg,Flying Ricciardo,Zipping Annabel,$12.00
"Saturday, May 10",The Gardens (NSW),1,6,Rug 7,Blueberry Storm (7),Rodney Patterson,24.18,6.00,12.01,57,29.3kg,Orson Allen,Starzsa Smiling,$19.00
"Saturday, May 10",The Gardens (NSW),1,7,Rug 8,Midnight Opal (8),Michael Thompson,24.38,8.75,11.85,36,27.1kg,Aston Dee Bee,Exhibit Aye,$41.00
"Saturday, May 10",The Gardens (NSW),2,1,Rug 7,Barsando (7),Tony Mason,29.72,0.00,5.02,111,23.3kg,Fernando Bale,Barsandi,$1.80
"Saturday, May 10",The Gardens (NSW),2,2,Rug 4,Indigo Pearl (4),Betty Keene,30.25,7.50,5.24,453,26.3kg,Wow,Liberty Pearl,$4.40
"Saturday, May 10",The Gardens (NSW),2,3,Rug 8,Tangled (8),Stephen Davies,30.28,8.00,5.14,322,23.3kg,Don't Knocka Him,Zipping Biddy,$34.00
"Saturday, May 10",The Gardens (NSW),2,4,Rug 5,Marty's Pick (5),Martin Bowe,30.50,11.00,5.16,236,27.6kg,Zipping Garth,Len's Pick,$13.00
"Saturday, May 10",The Gardens (NSW),2,5,Rug 2,Rhapsody Beast (2),Christopher Kedwell,30.63,13.00,5.17,544,31.8kg,Beast Unleashed,Midnight Sea,$5.50
"Saturday, May 10",The Gardens (NSW),2,6,Rug 1,State Elect (1),Stephen Davies,30.76,14.75,5.29,665,28.2kg,Don't Knocka Him,Zipping Biddy,$8.00
"Saturday, May 10",The Gardens (NSW),3,1,Rug 4,Dashing Mimco (4),Charmaine Field,15.66,0.00,4.45,21,25.9kg,Aston Duke,Lady Mimco,$1.45
"Saturday, May 10",The Gardens (NSW),3,2,Rug 1,Hayman Beach (1),Len Haaring,15.76,1.50,4.51,32,32.7kg,Aston Dee Bee,Poonyahra,$3.90
"Saturday, May 10",The Gardens (NSW),3,3,Rug 7,Aston Roja (7),Brian Hampton,16.02,5.25,4.52,13,24.6kg,Fernando Bale,Aston Lolita,$9.50
"Saturday, May 10",The Gardens (NSW),3,4,Rug 5,Pleasure Cruise (5),Garry Norman,16.23,8.25,4.62,55,34.0kg,Whiskey Riot,Swift Timing,$8.50
"Saturday, May 10",The Gardens (NSW),3,5,Rug 2,Winlock Moment (2),Lisa Hutton,16.32,9.25,4.65,66,32.7kg,Lonesome Cry,Heart Attack,$51.00
"Saturday, May 10",The Gardens (NSW),3,6,Rug 3,Atomic Whacker (3),Lisa Hutton,16.37,10.00,4.54,44,35.9kg,Zipping Garth,Eager Doll,$41.00
"Saturday, May 10",The Gardens (NSW),3,7,Rug 8,West On Winlock (8),Lisa Hutton,16.55,12.75,4.64,77,32.7kg,West On Augie,Winlock Evie,$41.00
"Saturday, May 10",The Gardens (NSW),3,SCR,Rug 6,Redshift Charlie,Terry Callen,,,,,,Aston Dee Bee,Braeby Got Back,
"Saturday, May 10",The Gardens (NSW),4,1,Rug 5,Rattlin' Red (5),Brian Mitchell,16.23,0.00,4.63,66,32.0kg,Aussie Infrared,Rattlin' Home,$2.70
"Saturday, May 10",The Gardens (NSW),4,2,Rug 8,Return An Earn (8),Meredith Verhagen,16.28,0.75,4.57,44,29.7kg,Ebby Jet Power,Midnight Waltz,$6.50
"Saturday, May 10",The Gardens (NSW),4,3,Rug 1,Wamba Nella (1),Jake Forbes,16.51,4.00,4.56,13,26.2kg,Feral Franky,Nella Bale,$17.00
"Saturday, May 10",The Gardens (NSW),4,4,Rug 4,Stir The Pot (4),Beverley Sloan,16.61,5.25,4.69,88,27.9kg,Good Odds Harada,Fab Mulwee,$34.00
"Saturday, May 10",The Gardens (NSW),4,5,Rug 7,Midnight Salsa (7),Meredith Verhagen,16.88,9.25,4.65,77,26.4kg,Ebby Jet Power,Midnight Waltz,$14.00
"Saturday, May 10",The Gardens (NSW),4,6,Rug 6,Tip Turkey (6),Brian Hampton,18.05,26.00,4.56,31,30.4kg,Superior Panama,Exciting,$21.00
"Saturday, May 10",The Gardens (NSW),4,DNF,Rug 2,Gigi La Femme (2),Beverley Sloan,,,,52,25.3kg,Aussie Infrared,Greysynd Frankie,
"Saturday, May 10",The Gardens (NSW),4,DNF,Rug 3,Ballyneale Bull (3),Lisa Hutton,,,,25,38.3kg,Zambora Brockie,Clarry's Kate,
"Saturday, May 10",The Gardens (NSW),4,SCR,Rug 9,I'm A Kinloch,Meredith Verhagen,,,,,,Fernando Bale,My Kinloch,
"Saturday, May 10",The Gardens (NSW),5,1,Rug 3,Songar Oscar (3),Sonia Greene,15.48,0.00,4.44,21,31.4kg,Beast Unleashed,Sliced Bread,$1.40
"Saturday, May 10",The Gardens (NSW),5,2,Rug 1,Noah's Mekong (1),Kevin Brennan,15.92,6.25,4.50,12,27.0kg,Zipping Garth,Aston Mekong,$4.80
"Saturday, May 10",The Gardens (NSW),5,3,Rug 9,I'm A Kinloch (2),Meredith Verhagen,16.02,7.75,4.63,44,26.5kg,Fernando Bale,My Kinloch,$13.00
"Saturday, May 10",The Gardens (NSW),5,4,Rug 8,Kuta Beach (8),Len Haaring,16.15,9.50,4.71,66,26.7kg,Orson Allen,Barbie's Beach,$19.00
"Saturday, May 10",The Gardens (NSW),5,5,Rug 4,Noah's Own (4),Kevin Brennan,16.17,9.75,4.64,55,24.0kg,Zipping Garth,Aston Mekong,$19.00
"Saturday, May 10",The Gardens (NSW),5,6,Rug 6,Night Works (6),Michael Thompson,16.21,10.25,4.54,33,27.6kg,Barcia Bale,Bold Opal,$61.00
"Saturday, May 10",The Gardens (NSW),5,7,Rug 7,Renee's Way (7),Garry Norman,16.38,12.75,4.89,77,35.6kg,Fernando Bale,Keiki,$8.50
"Saturday, May 10",The Gardens (NSW),5,SCR,Rug 2,Miss Lori,Sharon Squires,,,,,,Wow,Jitu,
"Saturday, May 10",The Gardens (NSW),5,SCR,Rug 5,Lethal La Femme,Beverley Sloan,,,,,,Aston Duke,Our Interest,
"Saturday, May 10",The Gardens (NSW),6,1,Rug 1,Arctic Girl (1),Colleen Wall,34.74,0.00,9.44,31,28.2kg,Fernando Bale,Motel Girl,$4.60
"Saturday, May 10",The Gardens (NSW),6,2,Rug 2,Sammy's Beach (2),Len Haaring,34.81,1.00,9.48,12,27.4kg,Bernardo,Farmor Bangs,$3.90
"Saturday, May 10",The Gardens (NSW),6,3,Rug 5,Tarawi Hazel (5),Lorraine Atchison,34.85,1.50,9.64,55,27.5kg,Barcia Bale,Hello Mavis,$5.50
"Saturday, May 10",The Gardens (NSW),6,4,Rug 7,Bardwell (7),Sarah Fellowes,35.04,4.25,9.61,44,30.9kg,Aston Rupee,Set To Storm,$2.80
